reasoning_type,fn_name,test_id,num_tests,num_correct,test_acc,model
distance,transitivity_negative,0,480,0,0.0,unifiedQA-t5
containment,filled_with,0,18,18,1.0,unifiedQA-t5
containment,filled_with,1,18,0,0.0,unifiedQA-t5
containment,motion_out_of,0,54,54,1.0,unifiedQA-t5
containment,motion_out_of,1,54,0,0.0,unifiedQA-t5
containment,motion_out_of,2,36,0,0.0,unifiedQA-t5
containment,motion_out_of,3,36,36,1.0,unifiedQA-t5
containment,movement_into_container,0,54,54,1.0,unifiedQA-t5
containment,movement_into_container,1,54,0,0.0,unifiedQA-t5
containment,movement_into_container,2,36,0,0.0,unifiedQA-t5
containment,one_hop_neg,0,72,0,0.0,unifiedQA-t5
containment,one_hop_neg,1,72,72,1.0,unifiedQA-t5
containment,one_hop_pos,0,216,216,1.0,unifiedQA-t5
containment,one_hop_pos,1,216,216,1.0,unifiedQA-t5
containment,one_hop_pos,2,216,216,1.0,unifiedQA-t5
containment,two_hop_fits_in,0,528,528,1.0,unifiedQA-t5
containment,two_hop_fits_in,1,792,0,0.0,unifiedQA-t5
containment,two_hop_fits_in,2,792,0,0.0,unifiedQA-t5
containment,two_hop_fits_in,3,792,0,0.0,unifiedQA-t5
containment,two_hop_fits_in,4,528,0,0.0,unifiedQA-t5
containment,two_hop_fits_in,5,528,0,0.0,unifiedQA-t5
containment,two_hop_fits_in,6,528,0,0.0,unifiedQA-t5
containment,two_hop_is_in,0,1782,1782,1.0,unifiedQA-t5
containment,two_hop_is_in,1,1188,1188,1.0,unifiedQA-t5
containment,two_hop_is_in,2,1188,1188,1.0,unifiedQA-t5
containment,two_hop_is_in,3,1188,1188,1.0,unifiedQA-t5
containment,two_hop_is_in,4,1188,1188,1.0,unifiedQA-t5
containment,two_hop_is_in,5,1188,0,0.0,unifiedQA-t5
containment,two_hop_is_in,6,1188,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_action_into_movement,0,240,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_action_into_movement,1,240,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_could_not_contain,0,12,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_energy_into,0,12,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_energy_into,1,12,2,0.1666666666666666,unifiedQA-t5
metaphor,containment_metaphors_entity_in_state,0,20,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_filled_with_emotion,0,12,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_got_out_of,0,12,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_in_motion,0,9,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_material_in,0,9,0,0.0,unifiedQA-t5
metaphor,containment_metaphors_outside_of,0,36,0,0.0,unifiedQA-t5
metaphor,distance_metaphors_close_to_goal,0,36,0,0.0,unifiedQA-t5
metaphor,distance_metaphors_close_to_goal,1,36,0,0.0,unifiedQA-t5
metaphor,distance_metaphors_close_to_goal,2,36,3,0.0833333333333333,unifiedQA-t5
metaphor,distance_metaphors_far_from_achieving,0,36,0,0.0,unifiedQA-t5
metaphor,distance_metaphors_far_from_achieving,1,36,0,0.0,unifiedQA-t5
metaphor,motion_metaphors_flying,0,4,4,1.0,unifiedQA-t5
metaphor,motion_metaphors_flying,1,4,0,0.0,unifiedQA-t5
metaphor,motion_metaphors_jumping,0,12,0,0.0,unifiedQA-t5
metaphor,motion_metaphors_jumping,1,12,0,0.0,unifiedQA-t5
metaphor,motion_metaphors_moving_toward_agreement,0,36,16,0.4444444444444444,unifiedQA-t5
metaphor,motion_metaphors_skipping,0,16,0,0.0,unifiedQA-t5
metaphor,motion_metaphors_skipping,1,16,0,0.0,unifiedQA-t5
metaphor,orientation_metaphors_behind,0,12,0,0.0,unifiedQA-t5
metaphor,orientation_metaphors_down,0,4,4,1.0,unifiedQA-t5
metaphor,orientation_metaphors_down,1,4,0,0.0,unifiedQA-t5
metaphor,orientation_metaphors_looking_forward,0,12,0,0.0,unifiedQA-t5
motion,motion_one_hop,0,24,24,1.0,xlnet
motion,motion_one_hop,1,36,28,0.7777777777777778,xlnet
motion,motion_one_hop,2,36,12,0.3333333333333333,xlnet
motion,motion_one_hop_jerund,0,72,72,1.0,xlnet
motion,motion_one_hop_jerund,1,72,72,1.0,xlnet
motion,motion_one_hop_jerund,2,72,15,0.2083333333333333,xlnet
motion,non_motion_one_hop,0,24,20,0.8333333333333334,xlnet
motion,non_motion_one_hop,1,36,28,0.7777777777777778,xlnet
motion,non_motion_one_hop,2,36,32,0.8888888888888888,xlnet
motion,non_motion_one_hop_jerund,0,48,40,0.8333333333333334,xlnet
motion,non_motion_one_hop_jerund,1,48,24,0.5,xlnet
motion,non_motion_one_hop_jerund,2,48,32,0.6666666666666666,xlnet
orientation,cardinals_neutral,0,96,0,0.0,xlnet
orientation,cardinals_one_hop,0,24,0,0.0,xlnet
orientation,cardinals_one_hop,1,72,72,1.0,xlnet
orientation,left_right_above_below_one_hop,0,520,0,0.0,xlnet
orientation,left_right_above_below_one_hop,1,1480,978,0.6608108108108108,xlnet
distance,far_negative,0,60,60,1.0,xlnet
distance,far_negative,1,60,60,1.0,xlnet
distance,far_negative,2,40,40,1.0,xlnet
distance,far_negative,3,40,40,1.0,xlnet
distance,far_positive,0,20,6,0.3,xlnet
distance,far_positive,1,60,60,1.0,xlnet
distance,far_positive,2,60,60,1.0,xlnet
distance,nearby_neutral,0,120,0,0.0,xlnet
distance,nearby_neutral,1,120,0,0.0,xlnet
distance,not_touching_neutral,0,120,0,0.0,xlnet
distance,not_touching_neutral,1,120,0,0.0,xlnet
distance,not_touching_neutral,2,120,0,0.0,xlnet
distance,not_touching_neutral,3,120,0,0.0,xlnet
distance,touching_negative,0,120,120,1.0,xlnet
distance,touching_negative,1,120,120,1.0,xlnet
distance,touching_negative,2,120,120,1.0,xlnet
distance,touching_positive,0,120,108,0.9,xlnet
distance,touching_positive,1,120,120,1.0,xlnet
distance,touching_positive,2,120,120,1.0,xlnet
distance,transitivity_negative,0,480,1,0.0020833333333333,xlnet
containment,filled_with,0,18,9,0.5,xlnet
containment,filled_with,1,18,0,0.0,xlnet
containment,motion_out_of,0,54,21,0.3888888888888889,xlnet
containment,motion_out_of,1,54,22,0.4074074074074074,xlnet
containment,motion_out_of,2,36,12,0.3333333333333333,xlnet
containment,motion_out_of,3,36,20,0.5555555555555556,xlnet
containment,movement_into_container,0,54,48,0.8888888888888888,xlnet
containment,movement_into_container,1,54,4,0.074074074074074,xlnet
containment,movement_into_container,2,36,32,0.8888888888888888,xlnet
containment,one_hop_neg,0,72,72,1.0,xlnet
containment,one_hop_neg,1,72,72,1.0,xlnet
containment,one_hop_pos,0,216,184,0.8518518518518519,xlnet
containment,one_hop_pos,1,216,216,1.0,xlnet
containment,one_hop_pos,2,216,216,1.0,xlnet
containment,two_hop_fits_in,0,528,528,1.0,xlnet
containment,two_hop_fits_in,1,792,17,0.0214646464646464,xlnet
containment,two_hop_fits_in,2,792,0,0.0,xlnet
containment,two_hop_fits_in,3,792,31,0.0391414141414141,xlnet
containment,two_hop_fits_in,4,528,28,0.053030303030303,xlnet
containment,two_hop_fits_in,5,528,0,0.0,xlnet
containment,two_hop_fits_in,6,528,0,0.0,xlnet
containment,two_hop_is_in,0,1782,1746,0.9797979797979798,xlnet
containment,two_hop_is_in,1,1188,1188,1.0,xlnet
containment,two_hop_is_in,2,1188,1188,1.0,xlnet
containment,two_hop_is_in,3,1188,1188,1.0,xlnet
containment,two_hop_is_in,4,1188,1160,0.9764309764309764,xlnet
containment,two_hop_is_in,5,1188,0,0.0,xlnet
containment,two_hop_is_in,6,1188,0,0.0,xlnet
metaphor,containment_metaphors_action_into_movement,0,240,38,0.1583333333333333,xlnet
metaphor,containment_metaphors_action_into_movement,1,240,38,0.1583333333333333,xlnet
metaphor,containment_metaphors_could_not_contain,0,12,8,0.6666666666666666,xlnet
metaphor,containment_metaphors_energy_into,0,12,0,0.0,xlnet
metaphor,containment_metaphors_energy_into,1,12,1,0.0833333333333333,xlnet
metaphor,containment_metaphors_entity_in_state,0,20,20,1.0,xlnet
metaphor,containment_metaphors_filled_with_emotion,0,12,0,0.0,xlnet
metaphor,containment_metaphors_got_out_of,0,12,12,1.0,xlnet
metaphor,containment_metaphors_in_motion,0,9,0,0.0,xlnet
metaphor,containment_metaphors_material_in,0,9,0,0.0,xlnet
metaphor,containment_metaphors_outside_of,0,36,0,0.0,xlnet
metaphor,distance_metaphors_close_to_goal,0,36,0,0.0,xlnet
metaphor,distance_metaphors_close_to_goal,1,36,0,0.0,xlnet
metaphor,distance_metaphors_close_to_goal,2,36,0,0.0,xlnet
metaphor,distance_metaphors_far_from_achieving,0,36,0,0.0,xlnet
metaphor,distance_metaphors_far_from_achieving,1,36,0,0.0,xlnet
metaphor,motion_metaphors_flying,0,4,4,1.0,xlnet
metaphor,motion_metaphors_flying,1,4,0,0.0,xlnet
metaphor,motion_metaphors_jumping,0,12,0,0.0,xlnet
metaphor,motion_metaphors_jumping,1,12,0,0.0,xlnet
metaphor,motion_metaphors_moving_toward_agreement,0,36,0,0.0,xlnet
metaphor,motion_metaphors_skipping,0,16,16,1.0,xlnet
metaphor,motion_metaphors_skipping,1,16,0,0.0,xlnet
metaphor,orientation_metaphors_behind,0,12,12,1.0,xlnet
metaphor,orientation_metaphors_down,0,4,4,1.0,xlnet
metaphor,orientation_metaphors_down,1,4,4,1.0,xlnet
metaphor,orientation_metaphors_looking_forward,0,12,12,1.0,xlnet
