reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.3333333333333333	0.3333333333333333	0.4714045207910317
orientation	7	0.42857142857142855	0.42857142857142855	0.49487165930539345
distance	20	0.4	0.4	0.48989794855663565
containment	28	0.2857142857142857	0.2857142857142857	0.45175395145262565
metaphor	27	0.9259259259259259	0.9259259259259259	0.2618914004394621
