reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.0	0.48090277777777785	0.2645448262296516
orientation	5	0.0	0.42187456687456687	0.32146460011842987
distance	20	0.05	0.4139583333333333	0.3885207769183293
containment	28	0.03571428571428571	0.4075001002084336	0.28834598223989866
metaphor	27	0.25925925925925924	0.5816358024691357	0.3604969320642544
