reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.25	0.8078703703703703	0.21790019628682794
orientation	5	0.2	0.532934857934858	0.34175154853205647
distance	20	0.45	0.531875	0.4775030450019257
containment	28	0.10714285714285714	0.6063762626262627	0.3651335136591082
metaphor	27	0.14814814814814814	0.22782921810699588	0.3778909449615506
