reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.6666666666666666	0.8952546296296297	0.15752969616564294
orientation	5	0.2	0.5447355047355048	0.34600370445887346
distance	20	0.5	0.6748958333333335	0.408696944292841
containment	28	0.32142857142857145	0.6741246793330127	0.3681694183504335
metaphor	27	0.14814814814814814	0.23986625514403292	0.38828469651306274
