reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.3333333333333333	0.617476851851852	0.411908190294455
orientation	5	0.0	0.2542249942249942	0.2553044783465016
distance	20	0.2	0.6030208333333335	0.4179352952602897
containment	28	0.17857142857142858	0.533036215327882	0.41471912063553074
metaphor	27	0.1111111111111111	0.12854938271604938	0.3127780732016723
