reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.3333333333333333	0.3333333333333333	0.4714045207910317
orientation	5	0.4	0.40555555555555556	0.4854678283322995
distance	20	0.3	0.30041666666666667	0.4579883171120319
containment	28	0.5	0.5070947570947572	0.4941718816342996
metaphor	27	0.07407407407407407	0.09290123456790124	0.2733226407847583
