reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.3333333333333333	0.6313657407407408	0.35144947981364627
orientation	5	0.0	0.34858858858858854	0.23018404604884277
distance	20	0.3	0.5244791666666667	0.45444939355453356
containment	28	0.10714285714285714	0.45138888888888884	0.4068023145514066
metaphor	27	0.25925925925925924	0.3556069958847736	0.42901797693948535
