reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.0	0.29050925925925924	0.2593083410881484
orientation	7	0.0	0.19936933106575963	0.22581885371885915
distance	20	0.1	0.34875	0.3881247204328927
containment	28	0.0	0.4699074074074075	0.2512931338500881
metaphor	27	0.2222222222222222	0.47206790123456793	0.38823400424424
