reasoning_type	num_tests	acc_wo_partial_credit	acc_w_partial_credit	stdev_acc_w_partial_credit
motion	12	0.4166666666666667	0.7986111111111112	0.29877256617081877
orientation	5	0.2	0.34255717255717255	0.42485494966108184
distance	20	0.55	0.7004166666666667	0.3839621201658078
containment	28	0.17857142857142858	0.5070747154080487	0.41130971580642944
metaphor	27	0.18518518518518517	0.24989711934156378	0.396452376009354
